0,"2015-12-27",1.33,64236.62,1036.74,54454.85,48.16,8696.87,8603.62,93.25,0.0,"conventional",2015,"Albany"
1,"2015-12-20",1.35,54876.98,674.28,44638.81,58.33,9505.56,9408.07,97.49,0.0,"conventional",2015,"Albany"
2,"2015-12-13",0.93,118220.22,794.7,109149.67,130.5,8145.35,8042.21,103.14,0.0,"conventional",2015,"Albany"
3,"2015-12-06",1.08,78992.15,1132.0,71976.41,72.58,5811.16,5677.4,133.76,0.0,"conventional",2015,"Albany"
4,"2015-11-29",1.28,51039.6,941.48,43838.39,75.78,6183.95,5986.26,197.69,0.0,"conventional",2015,"Albany"
